electricity_usage_kwh,vehicle_type,vehicle_km,flights_short_haul,flights_long_haul,diet_type,waste_kg_weekly,household_size,grocery_spend_monthly,heating_source,internet_usage_hours,total_footprint_tco2e
122.4,petrol,1184.9,0,2,non-vegetarian,12.8,2,471.22,none,3.7,9.81
291.1,none,0.0,0,0,non-vegetarian,11.9,3,206.94,natural gas,1.1,4.09
207.4,hybrid,490.5,1,0,non-vegetarian,15.8,1,382.93,natural gas,8.9,10.23
156.4,diesel,396.8,2,1,non-vegetarian,12.6,4,127.43,natural gas,7.3,5.43
50.0,diesel,834.0,1,0,non-vegetarian,17.3,1,593.43,electricity,7.9,13.22
247.8,diesel,364.8,2,0,non-vegetarian,11.1,4,270.48,natural gas,8.3,5.12
391.8,petrol,526.3,2,0,non-vegetarian,25.5,5,50.0,electricity,6.7,4.83
382.9,diesel,517.7,2,1,vegetarian,18.1,2,634.89,natural gas,1.1,9.38
213.4,petrol,695.8,1,1,non-vegetarian,17.6,1,255.05,natural gas,4.9,10.24
201.8,petrol,205.1,1,1,non-vegetarian,18.1,2,605.09,natural gas,9.0,8.71
287.5,diesel,834.9,2,0,non-vegetarian,9.8,1,437.63,electricity,5.0,12.74
170.1,diesel,1298.9,1,0,non-vegetarian,13.8,5,344.35,natural gas,6.4,7.42
274.1,hybrid,854.2,1,0,non-vegetarian,14.0,1,50.0,natural gas,8.9,7.02
311.3,petrol,1416.5,3,0,non-vegetarian,12.6,5,316.33,electricity,9.5,8.04
348.2,hybrid,1333.6,1,1,non-vegetarian,13.3,2,65.99,electricity,11.6,7.34
242.0,petrol,1111.1,3,0,non-vegetarian,19.1,3,250.25,natural gas,6.1,7.38
233.7,petrol,829.9,1,1,non-vegetarian,14.7,4,324.3,natural gas,5.0,7.08
179.8,petrol,809.0,2,1,non-vegetarian,16.5,2,499.35,oil,5.8,9.53
183.8,petrol,1105.5,3,0,non-vegetarian,6.6,3,209.52,electricity,4.4,6.85
231.9,petrol,643.3,0,0,non-vegetarian,6.3,2,623.04,natural gas,5.8,8.88
279.4,diesel,47.0,1,1,non-vegetarian,10.3,2,69.6,natural gas,4.2,5.14
323.1,hybrid,996.8,2,0,non-vegetarian,23.2,1,177.78,electricity,9.1,8.74
185.7,petrol,347.6,2,0,vegetarian,25.0,5,326.76,electricity,3.8,3.82
369.4,diesel,415.1,1,0,non-vegetarian,19.9,5,50.0,electricity,11.2,4.57
228.3,hybrid,800.1,3,1,non-vegetarian,13.0,1,122.99,electricity,0.5,8.1
248.3,electric,762.0,1,3,non-vegetarian,17.1,1,369.95,electricity,5.9,11.9
190.2,diesel,235.2,4,0,vegetarian,21.3,2,439.87,natural gas,8.8,6.49
56.1,petrol,866.2,2,0,non-vegetarian,24.3,5,153.74,natural gas,2.7,5.58
320.7,hybrid,1186.5,4,0,pescatarian,9.2,2,220.71,electricity,3.3,6.62
308.9,diesel,348.7,1,0,non-vegetarian,16.0,3,375.67,natural gas,7.7,6.2
227.5,petrol,1309.0,1,0,non-vegetarian,13.4,3,50.0,oil,8.1,7.03
255.4,petrol,175.9,2,1,pescatarian,17.9,1,272.75,electricity,3.4,8.57
291.3,hybrid,1646.9,1,1,vegetarian,15.3,5,264.71,none,5.7,5.7
125.0,petrol,635.5,2,0,non-vegetarian,10.0,3,564.72,natural gas,10.3,7.44
207.7,none,0.0,3,0,non-vegetarian,17.0,5,380.26,oil,6.6,4.35
313.5,petrol,43.2,4,2,non-vegetarian,11.5,5,302.82,electricity,2.7,5.92
149.7,electric,775.1,1,0,non-vegetarian,14.8,4,415.21,oil,1.5,4.86
273.5,petrol,891.4,1,1,non-vegetarian,15.1,3,333.1,electricity,7.2,7.53
141.5,diesel,765.5,0,0,non-vegetarian,23.4,3,160.14,natural gas,8.7,5.96
287.3,hybrid,574.8,0,0,non-vegetarian,16.6,2,407.85,natural gas,9.3,7.14
247.1,petrol,421.4,1,0,non-vegetarian,14.6,2,428.8,natural gas,10.2,7.71
120.8,diesel,1252.2,1,0,vegan,18.6,5,252.0,electricity,6.7,5.77
343.2,petrol,812.3,2,0,non-vegetarian,10.6,1,329.97,oil,6.1,12.28
191.2,petrol,1416.3,0,1,vegetarian,15.5,2,592.92,natural gas,6.9,10.13
185.2,petrol,589.4,1,0,non-vegetarian,18.2,2,331.18,electricity,7.8,6.84
266.0,diesel,626.1,2,0,non-vegetarian,17.9,5,269.26,electricity,4.3,5.75
341.9,petrol,1126.2,1,0,vegan,12.4,3,149.2,oil,6.7,5.7
168.7,petrol,150.8,2,0,non-vegetarian,16.8,2,165.12,electricity,3.1,4.92
254.9,petrol,314.6,2,1,non-vegetarian,18.4,1,314.37,electricity,0.5,9.92
284.3,diesel,1239.0,1,0,pescatarian,10.5,5,205.9,none,5.2,6.24
305.4,electric,331.2,4,0,non-vegetarian,12.0,3,389.75,oil,8.1,5.97
264.1,petrol,72.4,1,0,non-vegetarian,13.4,4,236.82,electricity,0.9,3.89
220.6,petrol,1547.4,3,0,vegetarian,26.6,1,730.32,oil,8.2,17.28
183.8,none,0.0,3,0,vegan,11.3,3,334.8,none,7.7,3.28
256.9,petrol,873.6,0,0,vegan,16.6,5,63.07,electricity,3.6,3.93
164.2,hybrid,827.6,5,1,non-vegetarian,13.2,4,328.4,electricity,11.2,6.78
50.0,hybrid,0.0,3,1,vegetarian,10.3,1,244.47,oil,4.4,7.52
284.9,electric,693.1,1,1,vegan,18.5,2,407.6,natural gas,1.5,6.3
322.3,petrol,979.4,1,0,non-vegetarian,7.9,2,300.78,none,7.4,7.51
61.0,hybrid,941.7,2,1,pescatarian,22.2,1,362.21,natural gas,9.0,10.26
169.2,electric,1161.4,3,0,non-vegetarian,9.8,2,706.93,natural gas,10.9,9.0
299.5,diesel,645.0,1,0,vegetarian,11.7,5,268.16,electricity,6.2,4.7
414.6,petrol,1085.0,1,1,vegan,17.9,1,410.43,natural gas,8.8,13.2
251.7,petrol,524.3,0,0,non-vegetarian,18.8,1,466.07,natural gas,4.4,11.75
191.8,petrol,235.8,0,1,vegetarian,16.2,2,346.81,none,7.8,5.06
235.4,diesel,280.9,1,1,vegan,12.3,1,58.25,natural gas,11.2,6.08
360.0,diesel,215.2,0,1,non-vegetarian,7.0,4,416.67,natural gas,13.2,6.02
198.3,petrol,1203.8,0,2,vegan,14.6,1,50.0,natural gas,4.1,8.38
186.1,diesel,194.2,1,1,non-vegetarian,10.7,2,556.17,oil,10.4,8.94
211.4,petrol,909.6,0,1,pescatarian,27.1,2,104.36,natural gas,3.2,6.4
173.7,diesel,693.6,2,1,non-vegetarian,15.7,2,594.37,natural gas,4.2,10.05
259.8,none,0.0,3,0,vegan,8.6,2,312.57,natural gas,4.7,4.76
380.0,petrol,1345.4,2,1,non-vegetarian,13.3,5,431.12,natural gas,8.7,8.64
275.8,petrol,624.6,1,1,non-vegetarian,18.8,2,376.68,none,6.3,7.96
229.8,petrol,1044.6,3,0,non-vegetarian,20.8,4,445.81,oil,1.7,7.3
226.7,diesel,815.0,1,4,non-vegetarian,13.5,1,50.0,electricity,7.5,10.8
124.9,electric,739.2,4,1,non-vegetarian,14.4,3,203.55,electricity,10.0,5.79
320.6,none,0.0,1,2,non-vegetarian,17.8,3,361.06,electricity,6.4,6.23
243.8,petrol,223.5,1,1,non-vegetarian,10.3,5,307.82,natural gas,8.7,5.13
235.6,none,0.0,2,0,non-vegetarian,16.7,3,239.78,natural gas,3.7,4.47
505.4,petrol,1062.6,3,1,non-vegetarian,16.4,2,328.79,electricity,8.9,10.05
273.9,diesel,608.2,0,1,non-vegetarian,17.7,3,266.91,electricity,3.9,6.84
189.9,petrol,1451.7,1,1,non-vegetarian,14.8,4,631.27,none,6.4,9.34
215.9,hybrid,60.8,0,1,vegetarian,7.2,2,501.42,natural gas,3.4,6.42
341.9,diesel,591.3,1,0,non-vegetarian,16.1,3,522.66,none,2.5,6.84
259.1,diesel,316.6,2,1,non-vegetarian,10.6,2,571.1,none,2.9,8.25
134.9,hybrid,964.8,2,0,vegetarian,23.6,5,373.65,oil,4.7,4.61
323.5,petrol,354.8,2,0,non-vegetarian,23.8,4,159.87,natural gas,6.5,4.93
196.5,petrol,973.2,4,0,non-vegetarian,9.3,1,258.11,electricity,3.6,10.34
399.9,hybrid,725.4,1,2,non-vegetarian,10.7,2,352.86,electricity,13.9,9.15
336.4,petrol,608.3,2,0,vegetarian,3.5,4,322.81,natural gas,5.2,4.94
214.2,petrol,955.5,0,0,pescatarian,18.7,5,101.12,natural gas,2.2,4.75
352.5,diesel,692.6,1,1,vegetarian,12.1,5,353.54,natural gas,0.5,5.66
255.4,diesel,364.5,3,0,pescatarian,16.4,4,132.0,natural gas,11.6,4.43
318.2,petrol,1920.5,3,0,non-vegetarian,12.3,3,591.36,electricity,7.4,10.81
288.8,petrol,605.1,0,0,non-vegetarian,7.0,4,416.93,none,2.9,5.38
182.3,petrol,0.0,2,0,non-vegetarian,16.1,3,271.45,natural gas,5.0,4.38
198.5,petrol,463.2,1,0,vegetarian,21.4,3,309.58,electricity,3.9,4.44
332.4,hybrid,293.1,1,0,vegan,14.9,4,558.85,natural gas,8.5,4.27
223.2,none,0.0,4,0,non-vegetarian,9.9,5,75.76,natural gas,12.1,4.0
217.7,diesel,928.7,0,1,non-vegetarian,14.3,1,228.04,electricity,3.3,10.53
173.6,petrol,959.5,0,0,non-vegetarian,17.6,1,380.05,electricity,8.2,11.43
283.9,none,0.0,0,0,non-vegetarian,14.0,4,50.0,none,6.1,3.07
415.0,diesel,688.3,1,0,non-vegetarian,9.5,2,278.98,oil,4.5,7.93
164.6,petrol,651.6,3,1,vegan,25.1,4,233.36,natural gas,5.1,5.16
251.9,none,0.0,1,1,non-vegetarian,7.4,1,670.32,natural gas,2.7,13.98
363.0,electric,1134.1,2,0,vegetarian,26.4,4,279.78,electricity,6.9,4.17
243.6,electric,934.4,1,0,non-vegetarian,14.5,5,145.29,natural gas,7.1,4.13
286.2,electric,1000.0,0,2,non-vegetarian,19.5,1,167.19,natural gas,7.9,9.21
165.0,petrol,999.8,3,0,non-vegetarian,16.1,1,50.0,oil,6.6,8.69
284.3,petrol,1153.8,2,0,vegetarian,10.6,1,552.89,natural gas,3.0,13.68
235.0,diesel,915.3,2,0,non-vegetarian,21.6,5,316.26,electricity,8.0,6.61
328.9,petrol,943.5,1,1,vegan,18.1,1,273.86,natural gas,3.5,10.74
345.0,petrol,1275.5,0,1,vegan,14.5,2,441.08,natural gas,5.8,9.1
457.2,electric,534.0,2,0,non-vegetarian,18.6,1,382.27,none,3.1,9.58
296.4,electric,457.7,2,0,non-vegetarian,14.3,4,302.41,oil,8.9,5.01
276.1,diesel,325.6,2,1,non-vegetarian,4.0,2,149.72,natural gas,3.9,6.42
265.6,electric,873.2,1,0,non-vegetarian,6.4,3,218.74,electricity,12.3,4.68
221.7,hybrid,58.5,2,1,vegetarian,14.9,1,318.69,natural gas,4.5,8.86
277.1,diesel,984.9,2,0,vegan,13.4,3,400.36,natural gas,7.7,6.74
226.4,petrol,756.3,1,0,vegetarian,14.6,3,100.17,natural gas,7.8,4.6
263.5,petrol,1253.9,3,1,non-vegetarian,13.3,5,287.12,natural gas,2.1,7.89
355.4,petrol,531.2,4,1,non-vegetarian,9.4,4,493.95,electricity,0.5,7.28
169.5,petrol,718.7,0,0,non-vegetarian,8.1,4,114.05,natural gas,3.0,5.23
341.2,petrol,1248.9,4,1,non-vegetarian,10.8,3,411.63,natural gas,6.6,9.61
355.4,petrol,1353.3,1,1,non-vegetarian,18.8,5,105.0,natural gas,3.1,7.34
240.6,diesel,527.9,4,0,non-vegetarian,10.9,2,220.19,electricity,3.5,6.55
80.3,none,0.0,2,1,vegetarian,20.2,1,50.0,natural gas,10.9,5.08
201.4,petrol,917.8,5,0,non-vegetarian,9.8,2,345.24,electricity,4.4,8.28
353.8,electric,949.5,2,0,non-vegetarian,20.9,1,184.52,natural gas,8.7,8.45
248.2,diesel,695.0,0,0,non-vegetarian,12.4,3,50.0,natural gas,5.0,5.44
170.1,petrol,1312.6,2,0,vegetarian,13.5,5,320.75,oil,5.3,6.19
209.6,none,0.0,3,4,vegetarian,13.5,5,459.0,natural gas,4.6,6.66
317.2,diesel,631.5,2,0,non-vegetarian,17.9,4,361.39,none,5.5,5.99
293.7,petrol,979.2,1,0,vegan,16.3,4,354.0,natural gas,1.8,5.52
230.9,electric,982.9,1,1,non-vegetarian,15.7,2,417.66,electricity,3.3,7.58
220.7,petrol,1341.1,3,0,vegan,14.6,4,192.13,natural gas,3.8,5.85
218.7,diesel,1279.3,2,0,non-vegetarian,12.2,1,316.43,electricity,7.9,12.03
176.2,petrol,685.8,3,0,non-vegetarian,20.5,5,629.82,electricity,10.6,6.67
379.2,hybrid,1319.9,5,0,non-vegetarian,15.4,5,322.04,none,9.8,6.31
224.2,petrol,514.4,1,0,non-vegetarian,17.9,3,174.65,oil,5.1,5.71
347.4,diesel,1172.4,1,1,non-vegetarian,16.0,3,352.39,natural gas,2.9,8.79
371.7,petrol,1524.2,3,1,non-vegetarian,12.9,2,242.92,electricity,5.6,10.27
329.9,diesel,1286.0,2,1,non-vegetarian,27.0,3,294.38,electricity,7.2,9.34
215.5,electric,842.3,2,1,vegetarian,21.2,1,411.65,natural gas,5.9,10.38
282.3,diesel,667.3,2,1,vegan,12.3,4,219.2,natural gas,8.3,5.77
248.1,diesel,188.6,1,0,vegan,25.3,4,50.0,natural gas,2.7,2.36
177.7,diesel,924.2,5,0,vegetarian,19.6,2,274.02,electricity,5.9,7.25
275.9,hybrid,353.9,0,0,non-vegetarian,9.5,4,373.89,natural gas,5.8,4.52
155.7,diesel,482.7,2,0,non-vegetarian,19.4,5,562.19,oil,5.4,6.05
345.0,hybrid,323.7,2,0,non-vegetarian,17.1,4,460.6,electricity,4.0,5.18
212.8,hybrid,615.8,1,1,vegetarian,15.8,3,250.04,natural gas,1.5,5.33
266.1,petrol,788.8,0,1,non-vegetarian,20.1,5,371.97,electricity,1.7,6.56
272.7,petrol,909.4,0,1,non-vegetarian,16.7,3,263.13,natural gas,11.4,7.65
229.3,petrol,559.8,1,0,non-vegetarian,5.0,3,432.77,none,2.1,6.15
296.9,hybrid,1227.7,1,0,non-vegetarian,8.2,2,276.21,natural gas,4.2,7.23
212.0,petrol,716.7,3,0,non-vegetarian,10.7,2,413.13,oil,4.0,8.58
319.7,diesel,484.9,2,0,non-vegetarian,25.0,5,550.25,electricity,4.5,5.62
142.3,hybrid,890.5,2,2,non-vegetarian,18.3,4,682.08,electricity,12.4,8.21
260.1,petrol,1585.4,1,0,non-vegetarian,17.7,1,76.35,oil,7.3,10.6
405.1,diesel,934.1,1,0,non-vegetarian,15.5,4,50.0,natural gas,4.4,6.38
170.0,petrol,654.9,3,2,vegan,10.4,5,159.5,electricity,5.8,5.82
195.8,petrol,189.0,2,0,non-vegetarian,7.7,1,291.48,electricity,8.3,8.52
291.1,electric,712.2,0,0,non-vegetarian,20.0,3,220.84,none,9.6,4.52
264.4,petrol,894.0,2,0,vegetarian,23.3,3,487.31,electricity,7.3,6.63
278.1,petrol,645.0,2,0,vegetarian,18.4,1,181.19,none,11.5,6.96
289.1,hybrid,133.8,3,1,non-vegetarian,12.5,3,132.98,oil,3.6,5.83
300.8,petrol,459.8,1,1,non-vegetarian,13.0,4,500.58,oil,5.1,6.72
338.8,none,0.0,2,1,non-vegetarian,18.5,2,381.56,none,6.6,6.7
282.8,none,0.0,1,0,vegetarian,14.4,4,344.61,electricity,7.1,3.45
230.7,petrol,445.3,2,1,non-vegetarian,14.2,3,132.99,electricity,4.0,5.5
303.8,petrol,1069.1,3,0,non-vegetarian,12.3,2,460.82,natural gas,9.2,9.57
402.0,electric,328.6,2,0,non-vegetarian,11.7,4,265.53,natural gas,7.7,4.55
239.4,diesel,1361.7,1,0,non-vegetarian,14.4,3,320.31,oil,4.4,8.59
172.0,petrol,898.1,1,0,non-vegetarian,7.1,4,351.11,none,4.9,6.14
338.6,electric,1179.9,1,1,vegan,18.1,3,507.94,natural gas,9.1,5.96
240.4,petrol,114.0,2,0,vegetarian,5.7,5,366.61,electricity,4.3,3.24
76.2,hybrid,1071.1,2,1,vegan,20.3,1,197.25,electricity,3.2,7.21
317.8,petrol,796.9,4,0,non-vegetarian,12.4,3,299.03,electricity,2.4,6.84
207.2,petrol,1140.8,3,0,non-vegetarian,14.4,4,401.86,natural gas,0.5,7.2
242.8,petrol,1165.9,3,0,non-vegetarian,17.8,3,554.81,natural gas,4.7,8.91
276.6,none,0.0,2,0,non-vegetarian,13.6,3,239.11,none,0.5,4.11
265.2,diesel,559.7,2,1,non-vegetarian,11.3,4,226.05,natural gas,3.8,6.55
306.8,hybrid,1111.9,1,0,vegan,16.4,4,414.35,natural gas,12.9,4.8
215.2,petrol,775.9,1,2,vegetarian,26.0,2,167.48,electricity,3.6,7.26
291.0,petrol,450.9,0,1,non-vegetarian,18.9,3,205.27,natural gas,8.2,6.19
229.2,petrol,431.9,0,0,non-vegetarian,11.2,5,303.85,natural gas,6.6,4.7
309.1,diesel,209.1,3,1,non-vegetarian,13.2,1,365.55,natural gas,10.3,11.38
299.2,diesel,595.9,0,2,pescatarian,12.6,3,452.82,none,3.8,7.2
175.2,diesel,1241.1,3,0,non-vegetarian,9.8,4,324.63,natural gas,6.1,8.06
336.9,petrol,871.1,2,1,non-vegetarian,18.0,2,313.13,natural gas,5.2,8.97
207.1,none,0.0,3,1,non-vegetarian,13.4,3,385.9,electricity,6.2,5.92
314.6,petrol,1121.9,3,1,non-vegetarian,16.6,5,70.09,electricity,2.6,6.83
279.4,none,0.0,2,1,non-vegetarian,2.0,4,311.9,natural gas,4.1,5.21
397.1,petrol,838.1,0,0,non-vegetarian,18.5,5,541.97,natural gas,1.9,6.01
232.1,diesel,728.1,2,0,non-vegetarian,12.0,5,417.39,natural gas,2.5,6.19
222.1,petrol,1111.7,1,2,non-vegetarian,10.0,1,296.19,electricity,6.4,12.25
248.4,petrol,169.1,1,0,vegetarian,8.3,1,410.34,natural gas,11.7,9.71
225.7,diesel,459.9,1,1,non-vegetarian,10.4,3,114.95,natural gas,9.1,6.06
314.0,petrol,144.7,1,1,non-vegetarian,12.9,1,365.01,none,6.8,9.8
120.7,petrol,696.2,0,1,vegetarian,19.4,3,294.86,electricity,4.3,5.51
165.7,electric,1284.6,2,1,non-vegetarian,12.8,3,315.49,natural gas,1.5,6.22
164.6,diesel,597.8,0,0,non-vegetarian,19.9,4,244.63,electricity,1.8,5.21
326.0,hybrid,595.7,1,2,pescatarian,16.5,4,510.56,natural gas,5.9,6.67
386.8,petrol,1148.7,2,3,non-vegetarian,24.1,2,225.86,natural gas,11.9,11.09
241.6,diesel,1227.4,3,0,vegetarian,12.5,1,140.29,natural gas,8.0,9.43
236.5,diesel,764.6,3,0,non-vegetarian,17.1,2,77.92,electricity,6.7,6.58
255.6,petrol,1073.9,0,0,non-vegetarian,21.2,5,50.0,natural gas,12.8,5.85
343.0,diesel,369.2,1,0,non-vegetarian,18.2,3,332.78,natural gas,6.3,5.87
175.8,petrol,1351.2,1,0,non-vegetarian,14.1,3,182.44,natural gas,7.6,7.3
269.1,petrol,1659.5,0,0,non-vegetarian,12.6,4,104.62,oil,12.5,7.91
328.0,petrol,1008.5,2,1,non-vegetarian,5.3,5,260.47,oil,8.9,7.33
290.1,petrol,0.0,0,0,non-vegetarian,13.8,3,402.51,electricity,7.4,5.07
265.2,diesel,576.7,0,0,non-vegetarian,10.4,3,285.17,none,0.5,5.57
330.1,diesel,1045.1,0,0,vegan,12.3,5,320.09,natural gas,10.4,5.61
50.0,none,0.0,2,1,non-vegetarian,15.3,5,475.75,natural gas,2.1,4.8
304.2,electric,1308.9,1,1,pescatarian,7.2,3,423.53,none,0.8,5.68
197.7,petrol,1035.3,2,0,vegetarian,10.0,5,316.72,electricity,6.9,5.37
103.5,hybrid,517.4,1,0,vegetarian,16.9,1,152.27,natural gas,7.8,5.57
290.9,hybrid,812.9,3,0,vegetarian,8.7,5,217.95,natural gas,2.8,4.18
359.9,petrol,442.5,3,0,non-vegetarian,14.8,2,304.3,electricity,1.4,7.1
239.0,diesel,727.0,1,0,non-vegetarian,8.0,2,407.64,electricity,0.5,7.84
326.2,none,0.0,1,1,non-vegetarian,17.6,3,351.13,natural gas,4.4,5.85
379.0,diesel,1269.9,3,0,non-vegetarian,18.3,3,207.26,none,5.1,7.67
355.2,none,0.0,0,0,non-vegetarian,21.2,4,360.14,electricity,1.8,4.1
381.2,petrol,227.5,1,1,non-vegetarian,21.2,5,555.87,natural gas,12.0,6.44
309.4,petrol,30.7,0,0,non-vegetarian,16.4,2,343.78,electricity,3.8,5.61
256.0,petrol,701.9,1,1,vegetarian,6.2,4,392.44,none,4.2,5.31
121.8,diesel,192.6,4,0,non-vegetarian,15.0,3,248.03,natural gas,8.9,5.32
230.3,hybrid,818.5,2,0,non-vegetarian,17.3,1,271.22,electricity,3.2,9.29
182.5,none,0.0,2,1,non-vegetarian,15.6,5,50.0,natural gas,12.0,4.08
423.7,petrol,1397.7,3,0,non-vegetarian,23.3,4,320.51,natural gas,9.0,8.18
235.9,petrol,880.6,1,1,non-vegetarian,21.5,1,50.0,natural gas,5.0,8.64
259.9,hybrid,722.7,2,1,non-vegetarian,15.1,3,71.57,electricity,10.3,5.88
294.1,diesel,8.6,0,0,non-vegetarian,18.7,2,350.38,electricity,10.4,5.92
253.5,petrol,810.5,2,1,non-vegetarian,7.7,4,151.69,electricity,4.7,6.41
385.6,diesel,828.5,3,0,non-vegetarian,15.9,4,50.0,none,3.1,5.84
200.2,electric,1055.6,0,1,non-vegetarian,8.7,3,310.24,oil,4.7,6.24
265.6,electric,516.6,3,0,non-vegetarian,14.1,3,68.95,natural gas,7.6,4.34
190.6,diesel,626.0,1,1,vegetarian,11.6,2,457.72,natural gas,4.4,8.08
144.4,petrol,208.8,5,0,non-vegetarian,11.7,2,370.99,electricity,5.1,6.82
201.1,none,0.0,2,0,non-vegetarian,10.9,2,574.13,electricity,4.4,7.07
247.0,diesel,356.6,2,1,non-vegetarian,13.0,1,358.68,natural gas,4.0,11.04
215.7,petrol,171.9,5,1,non-vegetarian,12.1,1,582.99,natural gas,6.9,13.61
194.6,petrol,934.7,2,0,non-vegetarian,18.2,3,155.02,natural gas,4.4,6.6
137.5,electric,592.7,2,1,non-vegetarian,13.7,4,209.26,electricity,10.5,5.33
243.4,petrol,584.7,0,0,non-vegetarian,14.8,1,343.87,oil,5.9,11.07
129.6,petrol,406.2,0,0,non-vegetarian,16.5,3,281.14,natural gas,2.8,5.5
310.8,diesel,0.0,2,1,non-vegetarian,16.4,1,321.78,oil,6.2,10.79
256.6,petrol,1403.3,2,1,vegetarian,9.7,2,295.54,electricity,8.1,8.64
133.4,diesel,399.9,2,2,non-vegetarian,13.7,3,268.94,natural gas,5.6,6.98
225.3,petrol,635.0,2,0,non-vegetarian,16.2,2,159.39,oil,3.7,6.49
189.8,diesel,218.0,3,0,vegetarian,10.6,5,190.02,none,2.9,3.17
275.5,petrol,1188.8,0,0,non-vegetarian,10.0,4,165.97,natural gas,6.9,6.44
357.2,petrol,857.4,2,0,non-vegetarian,9.1,2,152.75,natural gas,7.2,7.18
100.0,petrol,469.5,2,1,vegetarian,16.0,4,309.83,none,9.1,4.89
259.2,none,0.0,0,1,non-vegetarian,13.5,3,192.48,natural gas,2.9,5.08
237.2,hybrid,1471.3,2,1,vegetarian,14.2,5,221.31,none,6.3,5.79
303.7,petrol,770.8,2,1,pescatarian,6.1,4,510.03,natural gas,3.5,6.92
267.1,electric,727.3,2,1,non-vegetarian,15.4,1,371.74,natural gas,6.5,11.15
189.8,diesel,423.4,2,1,non-vegetarian,15.6,3,421.38,natural gas,1.7,7.18
224.5,none,0.0,5,0,pescatarian,16.3,5,468.29,natural gas,9.7,4.33
186.3,petrol,736.0,3,0,non-vegetarian,22.2,1,546.53,natural gas,0.5,13.08
336.1,diesel,930.2,2,1,vegetarian,11.2,1,298.2,electricity,3.0,11.17
251.7,petrol,1239.8,0,0,vegetarian,17.4,5,341.07,natural gas,6.5,5.74
402.1,petrol,0.0,0,0,vegetarian,16.7,2,222.6,oil,3.2,4.54
245.1,none,0.0,1,0,vegetarian,17.3,5,174.16,oil,3.3,2.69
193.3,diesel,567.7,1,0,non-vegetarian,13.4,5,76.42,electricity,8.0,5.08
128.9,petrol,798.6,4,0,non-vegetarian,18.8,5,148.02,electricity,0.5,5.58
105.7,petrol,742.0,1,0,vegetarian,11.4,4,221.33,natural gas,0.5,4.33
123.3,electric,751.3,2,1,non-vegetarian,12.7,2,329.97,oil,2.5,7.1
271.4,diesel,963.2,4,1,non-vegetarian,14.1,3,128.78,oil,2.5,8.13
290.7,petrol,438.7,1,1,non-vegetarian,13.9,1,154.17,natural gas,8.4,9.0
123.5,none,0.0,2,0,non-vegetarian,16.9,4,50.0,natural gas,7.3,3.43
321.6,petrol,973.4,5,0,non-vegetarian,16.3,2,196.95,natural gas,6.4,8.09
211.4,petrol,672.1,1,0,vegetarian,16.3,5,309.37,natural gas,9.7,4.5
261.7,none,0.0,2,0,non-vegetarian,21.6,4,307.84,natural gas,0.5,4.37
379.0,petrol,1422.6,0,0,vegan,14.0,4,251.67,oil,6.2,6.32
321.7,petrol,1173.2,1,0,pescatarian,20.3,1,262.51,natural gas,11.3,10.77
228.5,diesel,0.0,0,0,non-vegetarian,9.7,3,300.82,electricity,7.0,4.38
178.7,hybrid,1431.6,1,0,non-vegetarian,14.4,2,486.79,electricity,2.9,8.47
77.9,petrol,1117.9,1,0,non-vegetarian,14.7,2,246.15,electricity,7.9,7.33
192.5,none,0.0,0,0,non-vegetarian,8.5,2,278.92,natural gas,6.0,5.3
233.1,electric,1295.0,2,0,non-vegetarian,15.2,5,105.66,natural gas,6.2,4.41
171.0,petrol,1431.3,1,1,non-vegetarian,15.6,5,370.57,natural gas,3.3,8.38
239.5,electric,1151.5,1,1,non-vegetarian,18.0,4,290.5,oil,10.5,5.98
256.1,petrol,1339.5,2,0,non-vegetarian,17.4,3,220.46,natural gas,10.4,7.65
232.0,petrol,1597.6,0,0,non-vegetarian,8.6,1,123.16,natural gas,5.5,10.21
198.0,electric,886.6,1,0,non-vegetarian,21.0,1,352.27,natural gas,4.7,9.6
263.5,none,0.0,1,1,vegetarian,12.7,3,136.34,natural gas,8.6,3.93
285.4,petrol,677.0,2,1,non-vegetarian,12.0,2,379.67,natural gas,2.6,8.88
162.8,petrol,956.0,2,1,vegetarian,17.5,3,568.73,electricity,3.5,7.72
362.9,diesel,830.0,3,0,non-vegetarian,19.3,1,472.77,natural gas,8.0,14.06
242.1,petrol,301.4,3,0,vegetarian,12.6,5,304.53,electricity,5.8,3.7
251.5,petrol,147.6,0,0,non-vegetarian,14.8,3,393.63,electricity,9.9,5.3
306.7,petrol,503.5,2,1,vegetarian,19.6,4,195.75,natural gas,3.3,4.95
268.7,diesel,1123.1,0,0,non-vegetarian,10.3,5,102.93,natural gas,2.8,6.19
326.3,petrol,1432.1,0,0,vegetarian,2.0,4,319.92,natural gas,8.0,6.58
273.0,petrol,1166.6,2,0,non-vegetarian,17.7,4,209.94,natural gas,1.5,6.54
201.0,hybrid,1223.0,1,0,non-vegetarian,19.6,3,94.21,electricity,8.1,5.43
278.9,hybrid,767.7,1,0,vegetarian,7.0,4,50.0,oil,6.1,3.67
158.5,diesel,103.2,1,1,non-vegetarian,14.9,2,255.01,natural gas,3.2,6.08
258.7,petrol,617.9,3,0,non-vegetarian,12.5,3,448.97,electricity,2.5,7.05
247.3,diesel,696.5,3,0,non-vegetarian,15.6,1,276.48,natural gas,4.3,10.55
233.4,petrol,601.2,2,0,non-vegetarian,4.7,2,269.41,natural gas,1.6,6.83
